,NO,Time,FcName,FcCode,FcLoc,water_use,Cl_Val,Cl_Unit,pH_Val,pH_Unit,tb_Val,tb_Unit
899,181,2022050305,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.1242,mg/L,7.6101,pH,0.3602,NTU
900,180,2022050304,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5868,mg/L,7.7691,pH,0.0435,NTU
901,179,2022050304,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0176,mg/L,7.5308,pH,0.5866,NTU
902,178,2022050304,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8942,mg/L,7.2569,pH,0.0743,NTU
903,177,2022050304,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7426,mg/L,7.2863,pH,0.0505,NTU
904,176,2022050304,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4692,mg/L,7.2765,pH,0.5399,NTU
905,175,2022050304,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8318,mg/L,7.1948,pH,0.0544,NTU
906,174,2022050304,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7816,mg/L,7.4586,pH,0.0832,NTU
907,173,2022050304,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5397,mg/L,7.0719,pH,0.0426,NTU
908,172,2022050304,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6392,mg/L,6.7900,pH,0.0806,NTU
909,171,2022050304,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8245,mg/L,7.1649,pH,0.0504,NTU
910,170,2022050304,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0019,mg/L,7.3575,pH,0.6532,NTU
911,169,2022050304,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8060,mg/L,7.5515,pH,0.0569,NTU
912,168,2022050304,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8239,mg/L,7.5851,pH,0.0639,NTU
913,167,2022050304,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7841,mg/L,7.8793,pH,0.0393,NTU
914,166,2022050304,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9634,mg/L,7.5869,pH,0.0630,NTU
915,165,2022050304,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8335,mg/L,7.6333,pH,0.0610,NTU
916,164,2022050304,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.7843,mg/L,7.4330,pH,0.0585,NTU
917,163,2022050304,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8024,mg/L,6.7701,pH,0.0310,NTU
918,162,2022050304,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.6830,mg/L,7.2153,pH,0.0255,NTU
919,161,2022050304,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8885,mg/L,7.4284,pH,0.0575,NTU
920,160,2022050304,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0553,mg/L,7.4561,pH,0.0534,NTU
921,159,2022050304,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6879,mg/L,7.4443,pH,0.0361,NTU
922,158,2022050304,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9452,mg/L,7.3937,pH,0.0565,NTU
923,157,2022050304,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.5143,mg/L,7.0660,pH,0.3304,NTU
924,156,2022050304,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8700,mg/L,7.5676,pH,0.0578,NTU
925,155,2022050304,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8833,mg/L,7.3430,pH,0.0414,NTU
926,154,2022050304,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8784,mg/L,7.6178,pH,0.0489,NTU
927,153,2022050304,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2661,NTU
928,152,2022050304,자인정수장,4729012339,경산시 자인면,생활정수,0.6911,mg/L,6.9565,pH,0.0653,NTU
929,151,2022050304,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8727,mg/L,7.1573,pH,0.0401,NTU
930,150,2022050304,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7347,mg/L,7.1313,pH,0.0683,NTU
931,149,2022050304,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8069,mg/L,7.5496,pH,0.0526,NTU
932,148,2022050304,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7160,mg/L,7.1783,pH,0.0724,NTU
933,147,2022050304,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9521,mg/L,7.5655,pH,0.0613,NTU
934,146,2022050304,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.1027,pH,0.0755,NTU
935,145,2022050304,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.1371,mg/L,7.6090,pH,0.3609,NTU
936,144,2022050304,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8739,mg/L,7.0316,pH,0.0626,NTU
937,143,2022050304,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5300,pH,0.1880,NTU
938,142,2022050304,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7509,mg/L,6.9107,pH,0.0553,NTU
939,141,2022050304,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6476,pH,0.2007,NTU
940,140,2022050304,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8751,mg/L,7.5993,pH,0.0691,NTU
941,139,2022050304,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4879,mg/L,7.7224,pH,0.0882,NTU
942,138,2022050304,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7526,mg/L,7.1964,pH,0.0421,NTU
943,137,2022050304,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5034,mg/L,7.0926,pH,0.0442,NTU
944,136,2022050304,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7403,mg/L,7.0736,pH,0.0660,NTU
945,135,2022050303,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8212,mg/L,7.5433,pH,0.0521,NTU
946,134,2022050303,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7877,mg/L,7.4575,pH,0.0736,NTU
947,133,2022050303,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7350,mg/L,7.1295,pH,0.0685,NTU
948,132,2022050303,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6912,mg/L,7.4449,pH,0.0365,NTU
949,131,2022050303,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4412,mg/L,7.2705,pH,0.5476,NTU
950,130,2022050303,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7399,mg/L,7.0714,pH,0.0660,NTU
951,129,2022050303,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9531,mg/L,7.3923,pH,0.0562,NTU
952,128,2022050303,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.6866,mg/L,7.2220,pH,0.0252,NTU
953,127,2022050303,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8245,mg/L,7.1526,pH,0.0501,NTU
954,126,2022050303,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5273,pH,0.1870,NTU
955,125,2022050303,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7533,mg/L,6.9078,pH,0.0554,NTU
956,124,2022050303,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8802,mg/L,7.6004,pH,0.0695,NTU
957,123,2022050303,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.6055,mg/L,7.7712,pH,0.0410,NTU
958,122,2022050303,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0967,pH,0.0762,NTU
959,121,2022050303,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5404,mg/L,7.0720,pH,0.0429,NTU
960,120,2022050303,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0178,mg/L,7.5305,pH,0.5626,NTU
961,119,2022050303,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6506,mg/L,6.7943,pH,0.0821,NTU
962,118,2022050303,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.1181,mg/L,7.5951,pH,0.3615,NTU
963,117,2022050303,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0027,mg/L,7.3498,pH,0.6532,NTU
964,116,2022050303,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8166,mg/L,7.5547,pH,0.0577,NTU
965,115,2022050303,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8284,mg/L,6.7590,pH,0.0311,NTU
966,114,2022050303,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5135,mg/L,7.0870,pH,0.0456,NTU
967,113,2022050303,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8765,mg/L,7.1726,pH,0.0401,NTU
968,112,2022050303,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8978,mg/L,7.4231,pH,0.0602,NTU
969,111,2022050303,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.7919,mg/L,7.4334,pH,0.0590,NTU
970,110,2022050303,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8825,mg/L,7.2555,pH,0.0738,NTU
971,109,2022050303,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7519,mg/L,7.1853,pH,0.0417,NTU
972,108,2022050303,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4957,mg/L,7.0600,pH,0.3335,NTU
973,107,2022050303,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8822,mg/L,7.5678,pH,0.0579,NTU
974,106,2022050303,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8415,mg/L,7.6318,pH,0.0610,NTU
975,105,2022050303,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7742,mg/L,7.8760,pH,0.0392,NTU
976,104,2022050303,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9899,mg/L,7.5875,pH,0.0609,NTU
977,103,2022050303,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4928,mg/L,7.7211,pH,0.0882,NTU
978,102,2022050303,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7118,mg/L,7.1875,pH,0.0652,NTU
979,101,2022050303,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8828,mg/L,7.3467,pH,0.0414,NTU
980,100,2022050303,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8844,mg/L,7.6066,pH,0.0495,NTU
981,99,2022050303,자인정수장,4729012339,경산시 자인면,생활정수,0.6794,mg/L,6.9479,pH,0.0658,NTU
982,98,2022050303,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6505,pH,0.2038,NTU
983,97,2022050303,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8715,mg/L,7.5862,pH,0.0639,NTU
984,96,2022050303,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8831,mg/L,7.0358,pH,0.0622,NTU
985,95,2022050303,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8500,mg/L,7.1986,pH,0.0544,NTU
986,94,2022050303,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2687,NTU
987,93,2022050303,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0670,mg/L,7.4494,pH,0.0535,NTU
988,92,2022050303,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9393,mg/L,7.5556,pH,0.0610,NTU
989,91,2022050303,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7469,mg/L,7.2862,pH,0.0504,NTU
990,90,2022050302,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8757,mg/L,7.2471,pH,0.0740,NTU
991,89,2022050302,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5608,mg/L,7.0704,pH,0.0430,NTU
992,88,2022050302,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8314,mg/L,7.5398,pH,0.0522,NTU
993,87,2022050302,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6925,mg/L,7.4447,pH,0.0364,NTU
994,86,2022050302,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4261,mg/L,7.2697,pH,0.5540,NTU
995,85,2022050302,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8778,mg/L,7.5679,pH,0.0580,NTU
996,84,2022050302,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8892,mg/L,7.3535,pH,0.0414,NTU
997,83,2022050302,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8491,mg/L,6.7612,pH,0.0310,NTU
998,82,2022050302,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0965,pH,0.0763,NTU
999,81,2022050302,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9600,mg/L,7.3867,pH,0.0566,NTU
1000,80,2022050302,자인정수장,4729012339,경산시 자인면,생활정수,0.6821,mg/L,6.9439,pH,0.0664,NTU
1001,79,2022050302,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8875,mg/L,7.1858,pH,0.0402,NTU
1002,78,2022050302,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.6906,mg/L,7.2192,pH,0.0249,NTU
1003,77,2022050302,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8270,mg/L,7.5586,pH,0.0568,NTU
1004,76,2022050302,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8491,mg/L,7.6331,pH,0.0610,NTU
1005,75,2022050302,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8892,mg/L,7.5856,pH,0.0646,NTU
1006,74,2022050302,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8304,mg/L,7.1521,pH,0.0498,NTU
1007,73,2022050302,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.9043,mg/L,7.4152,pH,0.0558,NTU
1008,72,2022050302,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.6232,mg/L,7.7719,pH,0.0394,NTU
1009,71,2022050302,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8986,mg/L,7.0496,pH,0.0606,NTU
1010,70,2022050302,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6548,pH,0.2108,NTU
1011,69,2022050302,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8043,mg/L,7.4344,pH,0.0584,NTU
1012,68,2022050302,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2724,NTU
1013,67,2022050302,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7552,mg/L,7.1769,pH,0.0425,NTU
1014,66,2022050302,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5251,pH,0.1916,NTU
1015,65,2022050302,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9150,mg/L,7.5537,pH,0.0608,NTU
1016,64,2022050302,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9983,mg/L,7.5875,pH,0.0582,NTU
1017,63,2022050302,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7431,mg/L,7.2856,pH,0.0507,NTU
1018,62,2022050302,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7420,mg/L,7.0706,pH,0.0658,NTU
1019,61,2022050302,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8182,mg/L,7.1973,pH,0.0544,NTU
1020,60,2022050302,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7951,mg/L,7.4598,pH,0.0772,NTU
1021,59,2022050302,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6600,mg/L,6.7974,pH,0.0801,NTU
1022,58,2022050302,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7802,mg/L,6.9075,pH,0.0553,NTU
1023,57,2022050302,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0712,mg/L,7.4693,pH,0.0526,NTU
1024,56,2022050302,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4958,mg/L,7.7176,pH,0.0881,NTU
1025,55,2022050302,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8779,mg/L,7.5974,pH,0.0509,NTU
1026,54,2022050302,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5045,mg/L,7.0844,pH,0.0440,NTU
1027,53,2022050302,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0167,mg/L,7.5251,pH,0.5736,NTU
1028,52,2022050302,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0033,mg/L,7.3453,pH,0.6530,NTU
1029,51,2022050302,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0812,mg/L,7.5793,pH,0.3914,NTU
1030,50,2022050302,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7061,mg/L,7.1913,pH,0.0648,NTU
1031,49,2022050302,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8799,mg/L,7.6028,pH,0.0689,NTU
1032,48,2022050302,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7754,mg/L,7.8735,pH,0.0389,NTU
1033,47,2022050302,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7240,mg/L,7.1317,pH,0.0688,NTU
1034,46,2022050302,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4935,mg/L,7.0583,pH,0.3381,NTU
1035,45,2022050301,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7836,mg/L,7.8710,pH,0.0390,NTU
1036,44,2022050301,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0815,mg/L,7.5819,pH,0.4094,NTU
1037,43,2022050301,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7475,mg/L,7.0635,pH,0.0656,NTU
1038,42,2022050301,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.8862,mg/L,7.5596,pH,0.0603,NTU
1039,41,2022050301,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8279,mg/L,7.5313,pH,0.0518,NTU
1040,40,2022050301,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4061,mg/L,7.2675,pH,0.5477,NTU
1041,39,2022050301,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2735,NTU
1042,38,2022050301,자인정수장,4729012339,경산시 자인면,생활정수,0.6962,mg/L,6.9398,pH,0.0663,NTU
1043,37,2022050301,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8318,mg/L,7.1412,pH,0.0496,NTU
1044,36,2022050301,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.8036,mg/L,6.9095,pH,0.0554,NTU
1045,35,2022050301,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.7177,mg/L,7.1899,pH,0.0652,NTU
1046,34,2022050301,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8263,mg/L,7.5535,pH,0.0623,NTU
1047,33,2022050301,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4964,mg/L,7.7118,pH,0.0882,NTU
1048,32,2022050301,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7595,mg/L,7.1665,pH,0.0414,NTU
1049,31,2022050301,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0168,mg/L,7.5193,pH,0.5759,NTU
1050,30,2022050301,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7000,mg/L,7.2196,pH,0.0248,NTU
1051,29,2022050301,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6959,mg/L,7.4472,pH,0.0366,NTU
1052,28,2022050301,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9589,mg/L,7.3858,pH,0.0564,NTU
1053,27,2022050301,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5019,mg/L,7.0819,pH,0.0437,NTU
1054,26,2022050301,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8861,mg/L,7.1951,pH,0.0400,NTU
1055,25,2022050301,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9946,mg/L,7.5841,pH,0.0583,NTU
1056,24,2022050301,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7392,mg/L,7.1283,pH,0.0689,NTU
1057,23,2022050301,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.9058,mg/L,7.5705,pH,0.0578,NTU
1058,22,2022050301,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.9051,mg/L,7.3613,pH,0.0414,NTU
1059,21,2022050301,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6638,mg/L,6.8018,pH,0.0772,NTU
1060,20,2022050301,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8816,mg/L,7.2620,pH,0.0742,NTU
1061,19,2022050301,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.6341,mg/L,7.7670,pH,0.0400,NTU
1062,18,2022050301,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.4823,mg/L,7.0521,pH,0.3405,NTU
1063,17,2022050301,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7443,mg/L,7.2814,pH,0.0512,NTU
1064,16,2022050301,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.9046,mg/L,7.4070,pH,0.0556,NTU
1065,15,2022050301,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8083,mg/L,7.4391,pH,0.0575,NTU
1066,14,2022050301,반월정수장,4127112311,경기도 안산시 상록구,생활정수,1.0497,mg/L,7.4658,pH,0.0528,NTU
1067,13,2022050301,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8801,mg/L,7.6031,pH,0.0684,NTU
1068,12,2022050301,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8614,mg/L,6.7645,pH,0.0324,NTU
1069,11,2022050301,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0961,pH,0.0776,NTU
1070,10,2022050301,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.9046,mg/L,7.0482,pH,0.0610,NTU
1071,9,2022050301,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8475,mg/L,7.6313,pH,0.0609,NTU
1072,8,2022050301,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6557,pH,0.2147,NTU
1073,7,2022050301,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.9018,mg/L,7.5871,pH,0.0678,NTU
1074,6,2022050301,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.8089,mg/L,7.4589,pH,0.0756,NTU
1075,5,2022050301,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0035,mg/L,7.3304,pH,0.6533,NTU
1076,4,2022050301,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8264,mg/L,7.1969,pH,0.0544,NTU
1077,3,2022050301,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5343,mg/L,7.0691,pH,0.0433,NTU
1078,2,2022050301,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5182,pH,0.1955,NTU
1079,1,2022050301,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8717,mg/L,7.5888,pH,0.0493,NTU
